no,planting_date,run_date,planting_days,harvest_date,predicted_planting_days,harvest,alert,max_harvest,min_harvest,solar_radiation,accu_solar_radiation,temperature_max,temperature_min,rainfalls,accu_rainfalls
105,2020/02/04,2020/05/18,104,2020/06/12,129,74.71,100,131.98,25.62,0,1563.4,27.7,21.9,38,157.6
106,2020/02/04,2020/05/19,105,2020/06/12,129,74.55,100,133.55,25.64,18.8,1582.2,31,21.9,0.5,158.1
107,2020/02/04,2020/05/20,106,2020/06/12,129,74.54,100,134.19,25.45,0,1582.2,29.3,22.9,33.5,191.6
108,2020/02/04,2020/05/21,107,2020/06/12,129,74.54,100,122.73,25.08,0,1582.2,26.3,23,48.5,240.1
109,2020/02/04,2020/05/22,108,2020/06/12,129,74.3,100,136,24.67,7,1589.2,27,23.5,8.5,248.6
110,2020/02/04,2020/05/23,109,2020/06/12,129,74.14,100,136.69,24.22,23.6,1612.8,32.6,24.1,0,248.6
111,2020/02/04,2020/05/24,110,2020/06/12,129,74.23,100,135.9,23.64,22.9,1635.7,32,24.7,0,248.6
112,2020/02/04,2020/05/25,111,2020/06/12,129,74.36,100,135.23,23.07,9.2,1644.9,29.4,24.5,64.5,313.1
113,2020/02/04,2020/05/26,112,2020/06/12,129,74.39,100,135.49,23.1,6.8,1651.7,27.9,23.8,47.5,360.6
114,2020/02/04,2020/05/27,113,2020/06/12,129,74.3,100,123.82,23.69,9.3,1661,29.3,24.2,47,407.6
115,2020/02/04,2020/05/28,114,2020/06/12,129,74.34,100,135.72,23.75,18.1,1679.1,31.4,24.1,4.5,412.1
116,2020/02/04,2020/05/29,115,2020/06/12,129,74.42,100,134.87,23.99,22.2,1701.3,32.5,23.4,0,412.1
117,2020/02/04,2020/05/30,116,2020/06/12,129,74.48,100,134.17,24.4,20.1,1721.4,32.9,25.8,0,412.1
118,2020/02/04,2020/05/31,117,2020/06/12,129,74.67,100,132.9,24.24,28.3,1749.7,33.1,25,0,412.1
119,2020/02/04,2020/06/01,118,2020/06/12,129,74.78,100,130.67,23.99,27.1,1776.8,33.1,25.3,0,412.1
120,2020/02/04,2020/06/02,119,2020/06/12,129,74.89,100,127.57,23.71,0,1776.8,33.4,24.9,0,412.1
121,2020/02/04,2020/06/03,120,2020/06/12,129,74.98,100,126.34,23.59,0,1776.8,34.2,24.8,0,412.1
122,2020/02/04,2020/06/04,121,2020/06/12,129,75.08,100,124.76,23.72,0,1776.8,34.4,25.5,0,412.1
