no,planting_date,run_date,planting_days,harvest_date,predicted_planting_days,harvest,alert,max_harvest,min_harvest,solar_radiation,accu_solar_radiation,temperature_max,temperature_min,rainfalls,accu_rainfalls
140,2020/02/04,2020/06/22,139,2020/06/10,127,72.99,100,127.47,31.83,26.2,2114,34.8,25.9,0,546.6
141,2020/02/04,2020/06/23,140,2020/06/10,127,72.99,100,127.47,31.83,24.8,2138.8,34.6,26,0,546.6
142,2020/02/04,2020/06/24,141,2020/06/10,127,72.99,100,127.47,31.83,24.8,2163.6,34.9,26.4,0,546.6
143,2020/02/04,2020/06/25,142,2020/06/10,127,72.99,100,127.47,31.83,17.2,2180.8,35.6,23.8,22.5,569.1
144,2020/02/04,2020/06/26,143,2020/06/10,127,72.99,100,127.47,31.83,25.4,2206.2,34.3,23.5,0,569.1
145,2020/02/04,2020/06/27,144,2020/06/10,127,72.99,100,127.47,31.83,28.1,2234.3,34.9,25.7,0,569.1
146,2020/02/04,2020/06/28,145,2020/06/10,127,72.99,100,127.47,31.83,25.4,2259.7,35.4,26.3,0,569.1
147,2020/02/04,2020/06/29,146,2020/06/10,127,72.99,100,127.47,31.83,21.2,2280.9,34.6,27.2,0,569.1
148,2020/02/04,2020/06/30,147,2020/06/10,127,72.99,100,127.47,31.83,17.6,2298.5,34.9,25.3,11,580.1
149,2020/02/04,2020/07/01,148,2020/06/10,127,72.99,100,127.47,31.83,18.9,2317.4,34.8,25,3,583.1
150,2020/02/04,2020/07/02,149,2020/06/10,127,72.99,100,127.47,31.83,14.5,2331.9,33.4,24.9,12.6,595.7
